ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longitude,Length,Type,Lanes
772902,210,W,7,37,3386.0,R39.9,40.189,34.121215,-117.90233500000001,0.32,ML,4
772903,210,E,7,37,3386.0,R39.9,40.189,34.120955,-117.902358,0.42700000000000005,ML,4
772917,210,E,7,37,3386.0,R41.1,41.388999999999996,34.120865,-117.88146499999999,0.495,ML,4
772918,210,W,7,37,3386.0,R41.1,41.388999999999996,34.121071,-117.881454,0.62,ML,4
772932,210,E,7,37,30014.0,R42.3,42.589,34.117036999999996,-117.861494,0.455,ML,4
772933,210,W,7,37,30014.0,R42.3,42.589,34.117234,-117.86143799999999,0.46,ML,4
772953,210,E,7,37,30014.0,R42.6,42.888999999999996,34.117359,-117.85626,0.5,ML,4
772954,210,W,7,37,30014.0,R42.6,42.888999999999996,34.117587,-117.856255,0.4,ML,4
772966,210,E,7,37,30014.0,R44.7,44.989,34.120153,-117.820582,0.53,ML,4
772967,210,W,7,37,30014.0,R44.7,44.989,34.120411,-117.820528,0.605,ML,4
772980,710,N,7,37,43000.0,6.8,1.84,33.788736,-118.20766299999998,0.605,ML,4
772999,405,S,7,37,11530.0,12.6,36.372,33.852994,-118.280221,0.305,ML,5
773000,405,N,7,37,11530.0,12.6,36.372,33.853172,-118.280079,0.305,ML,3
773012,110,S,7,37,44000.0,26,25.881999999999998,34.084203,-118.220447,1.026,ML,3
773013,110,N,7,37,44000.0,26,25.93,34.084087,-118.220354,0.85,ML,3
773023,101,N,7,37,44000.0,1.08,2.428,34.056973,-118.24227900000001,0.39899999999999997,ML,4
773024,101,S,7,37,44000.0,1.08,2.428,34.056861,-118.242427,0.415,ML,4
773047,105,E,7,37,44000.0,R1.23,1.23,33.931041,-118.38349,0.2,ML,3
773062,101,S,7,37,44000.0,.45,1.798,34.053512,-118.232514,1.893,ML,4
773154,210,E,7,37,2462.0,R30.4,30.689,34.148585,-118.057432,0.47,ML,5
773179,210,W,7,37,2462.0,R30.4,30.689,34.148892,-118.057432,0.32,ML,4
773193,210,E,7,37,2462.0,R32.5,32.789,34.143558,-118.02246699999999,0.4,ML,4
773194,210,W,7,37,2462.0,R32.5,32.789,34.143728,-118.02231499999999,0.425,ML,5
773221,60,W,7,37,48816.0,R5.42,5.593999999999999,34.033226,-118.133609,0.93,ML,4
773222,60,E,7,37,48816.0,R5.42,5.593999999999999,34.033031,-118.13361200000001,0.932,ML,4
773232,60,E,7,37,48816.0,R6.8,6.974,34.033770000000004,-118.109603,0.94,ML,4
773233,60,W,7,37,48816.0,R6.8,6.974,34.033984999999994,-118.109672,0.94,ML,4
773245,60,E,7,37,,R8.2,8.374,34.037734,-118.085774,0.145,ML,5
773246,60,W,7,37,,R8.2,8.374,34.03791,-118.085867,0.195,ML,5
773257,60,W,7,37,,R3.4,3.574,34.036072999999995,-118.167849,0.405,ML,4
773258,60,E,7,37,,R3.4,3.574,34.035882,-118.167827,0.36,ML,4
773273,60,W,7,37,,R3.8,3.9739999999999998,34.03666,-118.16093799999999,0.475,ML,6
773274,60,E,7,37,,R3.8,3.9739999999999998,34.036464,-118.16093000000001,0.475,ML,6
773281,60,E,7,37,44000.0,R1,1.1740000000000002,34.028031,-118.20813600000001,0.52,ML,5
773293,60,E,7,37,48914.0,R7.6,7.774,34.035659,-118.09591699999999,0.22,ML,5
773294,60,W,7,37,48914.0,R7.6,7.774,34.03582,-118.095997,0.105,ML,5
773304,60,E,7,37,48816.0,R7.3,7.474,34.035592,-118.10114899999999,0.4,ML,4
773305,60,W,7,37,48816.0,R7.3,7.474,34.035796999999995,-118.101226,0.4,ML,4
773316,60,W,7,37,,9,9.141,34.041206,-118.07315700000001,0.405,ML,5
773317,60,E,7,37,,9,9.141,34.041034,-118.073108,0.47,ML,4
773329,60,W,7,37,,10.6,10.741,34.038816,-118.045552,0.35,ML,5
773330,60,E,7,37,,10.6,10.741,34.038564,-118.045604,0.36,ML,5
773342,60,E,7,37,,R8.2,8.374,34.037734,-118.085774,0.14400000000000002,ML,5
773343,60,W,7,37,,R8.2,8.374,34.03791,-118.085867,0.17300000000000001,ML,5
773362,91,W,7,37,12552.0,R20.7,14.698,33.862383,-118.04236999999999,0.382,ML,4
773363,91,E,7,37,12552.0,R20.7,14.698,33.862202,-118.04246599999999,0.34700000000000003,ML,4
773381,91,E,7,37,43000.0,R11.4,5.398,33.873543,-118.197523,0.375,ML,5
773382,91,W,7,37,43000.0,R11.4,5.398,33.873776,-118.19752199999999,0.375,ML,5
773407,60,W,7,37,,13.2,13.341,34.028877,-118.0027,0.615,ML,6
773409,60,E,7,37,,13.2,13.341,34.028638,-118.002779,0.73,ML,5
773422,60,W,7,37,,15.4,15.540999999999999,34.009709,-117.973312,0.4,ML,4
773424,60,E,7,37,,15.4,15.540999999999999,34.009557,-117.973378,0.465,ML,4
773437,60,W,7,37,19192.0,R22.5,22.641,33.999193,-117.85316200000001,0.175,ML,4
773439,60,E,7,37,19192.0,R22.5,22.641,33.999031,-117.853126,0.195,ML,4
773458,60,W,7,37,,14.1,14.241,34.021646000000004,-117.990029,0.65,ML,4
773460,60,E,7,37,,14.1,14.241,34.021504,-117.990223,0.65,ML,5
773473,60,E,7,37,,17,17.141,34.001559,-117.94716000000001,0.42,ML,4
773474,60,W,7,37,,17,17.141,34.001721999999994,-117.947119,0.42,ML,4
773490,60,W,7,37,,17.4,17.541,33.999699,-117.94058000000001,0.385,ML,4
773492,60,E,7,37,,17.4,17.541,33.999541,-117.94061200000002,0.47,ML,4
773505,60,E,7,37,36490.0,19.9,20.041,33.994094,-117.89785800000001,0.24,ML,4
773507,60,E,7,37,36490.0,19.9,20.041,33.994094,-117.89785800000001,0.145,ML,4
773520,60,E,7,37,,18.5,18.641,33.995684000000004,-117.922099,0.535,ML,4
773522,60,W,7,37,,18.5,18.641,33.995952,-117.922059,0.48,ML,4
773535,60,E,7,37,36490.0,21,21.141,33.994885,-117.878772,0.465,ML,4
773537,60,W,7,37,36490.0,21,21.141,33.995129999999996,-117.87881000000002,0.42,ML,4
773630,5,S,7,37,,R56.7,173.047,34.457553000000004,-118.615974,1.515,ML,4
773647,10,W,7,37,44000.0,R10.4,8.245,34.034377,-118.350928,0.115,ML,4
773656,105,E,7,37,32548.0,R2.82,2.82,33.933059,-118.35668600000001,0.3,ML,3
773711,605,S,7,37,70686.0,R.38,2.432,33.811752,-118.08157,0.415,ML,4
773712,605,N,7,37,70686.0,R.38,2.432,33.811752,-118.081294,0.4,ML,4
773723,605,N,7,37,43000.0,R1.5,3.552,33.827898,-118.08249599999999,0.325,ML,4
773724,605,S,7,37,43000.0,R1.5,3.552,33.827839000000004,-118.082741,0.32,ML,4
773736,605,N,7,37,12552.0,R3.3,5.352,33.851921999999995,-118.09451999999999,0.375,ML,4
773737,605,S,7,37,12552.0,R3.3,5.352,33.851874,-118.09468400000002,0.375,ML,4
773743,605,N,7,37,12552.0,R5.1,7.152,33.877092,-118.10265700000001,0.2,ML,4
773749,605,N,7,37,12552.0,R5.2,7.252000000000001,33.878493,-118.103113,0.165,ML,4
773773,605,S,7,37,3666.0,21.6,23.651999999999997,34.085128000000005,-117.996724,0.535,ML,4
773774,605,N,7,37,3666.0,21.6,23.651999999999997,34.085033,-117.99643799999998,0.5670000000000001,ML,4
773784,605,S,7,37,36826.0,22.7,24.752,34.09799,-117.985785,0.6970000000000001,ML,4
773785,605,N,7,37,36826.0,22.7,24.752,34.097894000000004,-117.98553000000001,0.467,ML,4
773795,605,N,7,37,36826.0,24.5,26.552,34.120059999999995,-117.97074199999999,0.424,ML,4
773796,605,S,7,37,36826.0,24.5,26.552,34.120181,-117.97096200000001,0.524,ML,4
773798,605,S,7,37,36826.0,25,27.052,34.125606,-117.965149,1.25,ML,4
773807,605,N,7,37,36826.0,25,27.052,34.125482,-117.96490700000001,1.25,ML,4
773869,134,E,7,37,8954.0,3.4,3.4,34.154965999999995,-118.317908,0.42,ML,4
773870,134,W,7,37,8954.0,3.4,3.4,34.155158,-118.317885,0.445,ML,4
773880,134,E,7,37,44000.0,2,2.0,34.153816,-118.341876,0.58,ML,4
773890,134,E,7,37,44000.0,2.3,2.3,34.152957,-118.336851,0.465,ML,4
773904,134,E,7,37,44000.0,4.8,4.8,34.155227000000004,-118.294082,0.155,ML,4
773906,134,W,7,37,44000.0,4.8,4.8,34.155435,-118.294082,0.155,ML,4
773916,134,E,7,37,44000.0,R5.5,5.5,34.152202,-118.282684,0.35,ML,3
773927,134,E,7,37,44000.0,R5.7,5.7,34.152895,-118.27926599999999,0.3,ML,4
773939,134,W,7,37,44000.0,.38,0.38,34.153052,-118.36974,0.665,ML,3
773953,134,E,7,37,44000.0,5,5.0,34.155081,-118.290573,0.35,ML,4
773954,134,W,7,37,44000.0,5,5.0,34.155428,-118.29055,0.295,ML,4
773974,134,E,7,37,44000.0,R9.23,9.23,34.145484,-118.221919,0.335,ML,4
773975,134,W,7,37,44000.0,R9.23,9.213,34.14568,-118.221874,0.415,ML,4
773995,134,E,7,37,44000.0,R9.59,9.59,34.144881,-118.215655,0.715,ML,5
773996,134,W,7,37,44000.0,R9.59,9.573,34.145076,-118.215608,0.715,ML,5
774011,134,E,7,37,44000.0,R10.66,10.66,34.147884000000005,-118.197557,0.965,ML,4
774012,134,W,7,37,44000.0,R10.66,10.642999999999999,34.148107,-118.19750900000001,0.95,ML,4
774031,134,E,7,37,44000.0,R11.64,11.64,34.141573,-118.182594,0.465,ML,4
774032,134,W,7,37,44000.0,R11.64,11.623,34.141843,-118.182666,0.39,ML,4
774053,134,W,7,37,30000.0,R8.42,8.402999999999999,34.15084,-118.23425800000001,0.535,ML,4
774054,134,E,7,37,30000.0,R8.42,8.42,34.15068,-118.234471,0.47,ML,4
774067,134,W,7,37,44000.0,R5.39,5.39,34.153546999999996,-118.284244,0.491,ML,3
774092,5,N,7,37,44000.0,R43.61,160.02,34.311851000000004,-118.48708400000001,0.6729999999999999,ML,5
774125,60,W,7,37,19192.0,R22.78,22.921,33.999966,-117.848396,0.07,ML,4
774164,60,E,7,37,19192.0,R23.3,23.441,34.001267999999996,-117.839546,0.38,ML,4
774165,60,W,7,37,19192.0,R23.3,23.441,34.001459000000004,-117.839573,0.455,ML,4
774180,60,E,7,37,19192.0,R23.7,23.840999999999998,34.002482,-117.832788,0.45,ML,4
774181,60,W,7,37,19192.0,R23.7,23.840999999999998,34.00266,-117.83283700000001,0.45,ML,4
774204,134,W,7,37,44000.0,1.92,1.92,34.154161,-118.343375,0.48,ML,4
774216,90,W,7,37,44000.0,1,0.079,33.984448,-118.44126599999998,0.155,ML,3
774217,90,E,7,37,44000.0,1,0.079,33.984215999999996,-118.44118799999998,0.155,ML,3
774227,90,E,7,37,44000.0,.93,0.009000000000000001,33.984496,-118.44233799999999,0.035,ML,3
774235,90,W,7,37,44000.0,1.24,0.319,33.983698,-118.4372,0.305,ML,3
774236,90,E,7,37,44000.0,1.24,0.319,33.982842,-118.437453,0.305,ML,3
774278,90,W,7,37,44000.0,2.42,2.4659999999999997,33.988276,-118.40316000000001,1.8219999999999998,ML,3
774279,90,E,7,37,44000.0,2.42,2.4659999999999997,33.988048,-118.402906,1.8219999999999998,ML,3
774301,90,W,7,37,44000.0,1.61,0.6890000000000001,33.982569,-118.43092,1.074,ML,3
774302,90,E,7,37,44000.0,1.61,0.6890000000000001,33.981691999999995,-118.431248,1.074,ML,4
774327,405,S,7,37,11530.0,11.2,34.972,33.838786,-118.263002,0.21,ML,4
774344,5,S,7,37,44000.0,R44.2,160.547,34.318789,-118.49305600000001,0.695,ML,4
774358,710,S,7,37,73080.0,17.7,12.707,33.9392,-118.171985,0.72,ML,4
774359,710,N,7,37,73080.0,17.7,12.707,33.939137,-118.171805,0.685,ML,4
774372,710,S,7,37,43000.0,12.5,7.54,33.868933,-118.195568,0.61,ML,5
774373,710,N,7,37,43000.0,12.5,7.54,33.868842,-118.1953,0.58,ML,6
774389,710,S,7,37,43000.0,8.01,3.05,33.806185,-118.207378,1.225,ML,3
774411,710,N,7,37,43000.0,8.01,3.05,33.806183000000004,-118.207214,1.225,ML,3
774440,10,E,7,37,22230.0,29.1,27.6,34.067931,-118.03488899999999,0.365,ML,5
774441,10,W,7,37,22230.0,29.1,27.6,34.068121000000005,-118.03485900000001,0.39,ML,5
774444,710,N,7,37,43000.0,9.25,4.29,33.82419,-118.20687,1.495,ML,3
774445,710,S,7,37,43000.0,9.25,4.29,33.824172999999995,-118.20708400000001,1.47,ML,3
774475,60,E,7,37,58072.0,R27.8,27.941,34.025037,-117.774955,1.42,ML,4
774491,60,W,7,37,58072.0,R28,28.141,34.024242,-117.771627,0.337,ML,4
774514,5,S,7,37,69088.0,R51.3,167.64700000000002,34.392092,-118.57090600000001,0.55,ML,4
774523,710,N,7,37,43000.0,R5.9,0.94,33.775748,-118.206952,1.39,ML,3
774614,105,E,7,37,44000.0,R7.2,7.2,33.928478000000005,-118.284031,0.475,ML,3
774658,110,N,7,37,44000.0,22.31,22.24,34.048162,-118.265992,0.55,ML,4
774671,110,S,7,37,44000.0,21.7,21.63,34.042012,-118.273319,0.355,ML,3
774672,110,N,7,37,44000.0,21.7,21.63,34.041951,-118.27310700000001,0.37,ML,3
774685,110,N,7,37,44000.0,22.1,22.03,34.046357,-118.26891299999998,0.305,ML,5
774703,110,S,7,37,44000.0,13.4,13.33,33.922722,-118.281671,0.155,ML,4
774704,110,N,7,37,44000.0,13.4,13.33,33.922709000000005,-118.28129299999999,0.34,ML,5
774728,10,W,7,37,58072.0,47.2,45.7,34.081720000000004,-117.728629,0.335,ML,4
774729,10,E,7,37,58072.0,47.2,45.7,34.081536,-117.72863100000001,0.34,ML,4
774743,10,W,7,37,13756.0,48.2,46.7,34.081976,-117.71118,0.4,ML,4
774744,10,E,7,37,13756.0,48.2,46.7,34.081798,-117.71118700000001,0.265,ML,4
774799,57,N,7,37,66070.0,R10.5,22.316999999999997,34.102685,-117.819622,0.24,ML,5
774800,57,S,7,37,66070.0,R10.5,22.401999999999997,34.10267,-117.81983500000001,0.32,ML,5
774812,57,S,7,37,19192.0,R3.98,15.882,33.998818,-117.837988,0.9,ML,5
774813,57,N,7,37,19192.0,R3.98,15.797,33.998678000000005,-117.83779799999999,0.7,ML,5
774826,57,N,7,37,,R.62,12.437000000000001,33.953364,-117.863075,0.857,ML,4
774827,57,S,7,37,,R.62,12.522,33.953336,-117.86336100000001,0.8420000000000001,ML,4
774841,57,N,7,37,58072.0,R6.8,18.617,34.052554,-117.802449,0.475,ML,5
774842,57,S,7,37,58072.0,R6.8,18.702,34.052501,-117.802728,0.512,ML,5
774854,57,N,7,37,19192.0,R2.61,14.427,33.976502,-117.84256200000002,0.423,ML,4
774855,57,S,7,37,19192.0,R2.61,14.512,33.976527000000004,-117.842817,0.59,ML,4
774865,57,S,7,37,19192.0,4.8,16.702,34.024519,-117.812703,0.53,ML,3
774866,57,N,7,37,19192.0,4.8,16.617,34.024465,-117.812463,0.645,ML,3
774877,57,N,7,37,58072.0,5.61,17.427,34.036774,-117.805975,0.445,ML,4
774878,57,S,7,37,58072.0,5.61,17.512,34.036865,-117.80624399999999,0.466,ML,4
774890,57,S,7,37,66070.0,R11.1,23.002,34.11142,-117.823902,0.14,ML,5
774891,57,S,7,37,66070.0,R11.1,23.002,34.11142,-117.823902,0.14,ML,5
774901,57,S,7,37,,R7.92,19.822,34.068075,-117.80766799999999,0.73,ML,3
774902,57,N,7,37,,R7.92,19.737000000000002,34.068185,-117.80743400000001,0.7,ML,3
774926,60,W,7,37,19192.0,R25,25.141,34.016653000000005,-117.81781000000001,0.555,ML,6
774927,60,E,7,37,19192.0,R25,25.141,34.016498999999996,-117.81756299999999,0.594,ML,6
774946,60,W,7,37,19192.0,R24.2,24.340999999999998,34.007487,-117.82636200000002,0.325,ML,6
774947,60,E,7,37,19192.0,R24.2,24.340999999999998,34.007264,-117.826181,0.406,ML,6
774958,60,W,7,37,19192.0,R24.6,24.741,34.011894,-117.821807,0.325,ML,6
775029,10,W,7,37,3666.0,32.5,31.0,34.06828,-117.976897,0.24,ML,4
775030,10,E,7,37,3666.0,32.5,31.0,34.068079,-117.976855,0.575,ML,4
775120,405,N,7,37,44000.0,36.4,60.172,34.118790000000004,-118.48125300000001,0.565,ML,5
775121,405,S,7,37,44000.0,36.4,60.172,34.118968,-118.481445,0.375,ML,4
775136,405,S,7,37,44000.0,34.19,57.961999999999996,34.088256,-118.475372,0.845,ML,4
775137,405,N,7,37,44000.0,34.19,57.961999999999996,34.088064,-118.475109,0.645,ML,5
775155,405,N,7,37,,31.3,55.071999999999996,34.052632,-118.44966200000002,0.31,ML,6
775156,405,S,7,37,,31.3,55.071999999999996,34.052538,-118.449904,0.185,ML,6
775165,405,S,7,37,44000.0,29.77,53.542,34.033563,-118.43649199999999,0.315,ML,4
775183,405,N,7,37,44000.0,35.22,58.992,34.102985,-118.477246,0.545,ML,5
775184,405,S,7,37,44000.0,35.22,58.992,34.102911,-118.477469,0.535,ML,4
775225,405,N,7,37,44000.0,38.42,62.192,34.145971,-118.47048400000001,0.93,ML,6
775239,405,S,7,37,44000.0,32.9,56.672,34.071567,-118.465753,0.32,ML,4
775249,405,S,7,37,,32.4,56.172,34.065723,-118.46060700000001,0.395,ML,4
775261,405,N,7,37,,32.11,55.882,34.0624,-118.45743700000001,0.415,ML,5
775302,101,N,7,111,54652.0,20.03,59.57899999999999,34.222669,-119.141683,2.56,ML,3
775314,101,S,7,111,54652.0,20.03,59.552,34.22247,-119.14161599999998,4.585,ML,3
775365,101,N,7,111,54652.0,20.15,59.699,34.222807,-119.143772,2.085,ML,4
775462,5,N,7,37,44000.0,36.75,153.38299999999998,34.23758,-118.414654,0.54,ML,4
775511,14,S,7,37,44000.0,R24.8,0.012,34.334177000000004,-118.50838200000001,1.5519999999999998,ML,3
775520,5,N,7,37,44000.0,R45.7,162.11,34.334956,-118.509451,0.585,ML,4
775535,5,N,7,37,44000.0,R45,161.41,34.326025,-118.503782,0.64,ML,5
775536,5,S,7,37,44000.0,R45,161.347,34.325864,-118.503984,0.7,ML,4
775552,10,E,7,37,3666.0,32,30.5,34.066974,-117.98548100000001,0.505,ML,5
775610,110,S,7,37,44000.0,23.8,23.73,34.063457,-118.24796299999998,0.705,ML,3
775636,110,S,7,37,44000.0,21,20.93,34.031839,-118.27464599999999,0.38,ML,3
775637,110,N,7,37,44000.0,21,20.93,34.031804,-118.274441,0.38,ML,3
775689,605,N,7,37,36490.0,R18.7,20.752,34.044907,-118.00950300000001,1.1320000000000001,ML,4
775690,605,S,7,37,36490.0,R18.7,20.752,34.045004999999996,-118.00970900000002,1.055,ML,4
775734,5,N,7,37,44000.0,24.36,140.993,34.120938,-118.27126200000001,0.34,ML,4
775752,110,S,7,37,44000.0,R1.58,1.58,33.758642,-118.28978400000001,2.08,ML,4
775763,47,S,7,37,44000.0,R0,0.23399999999999999,33.748932,-118.29023600000001,0.23399999999999999,ML,3
775773,110,N,7,37,44000.0,2.65,2.58,33.770321,-118.28031899999999,0.595,ML,4
775774,110,S,7,37,44000.0,2.65,2.58,33.770329,-118.28060900000001,3.0,ML,4
775825,110,N,7,37,44000.0,11.83,11.76,33.901039000000004,-118.28640700000001,0.375,ML,4
775936,405,N,7,37,11530.0,10.03,33.802,33.826405,-118.249664,0.58,ML,4
775949,126,W,7,37,,4.98,39.478,34.436159,-118.616969,3.4960000000000004,ML,3
775961,126,E,7,37,,4.9,39.398,34.435404,-118.618054,1.0759999999999998,ML,3
775975,126,E,7,37,,4.9,39.398,34.435404,-118.618054,2.5,ML,4
775990,101,S,7,37,44000.0,9.7,11.048,34.13332,-118.353249,0.26,ML,5
776019,605,S,7,37,3666.0,20.7,22.752,34.072359000000006,-117.99976699999999,0.446,ML,5
776020,605,N,7,37,3666.0,20.7,22.752,34.07235,-117.999431,0.62,ML,5
776052,101,N,7,37,44000.0,25.26,26.619,34.170656,-118.604454,0.345,ML,5
776060,101,N,7,37,44000.0,22.07,23.429000000000002,34.173608,-118.550128,0.49,ML,5
776066,101,N,7,37,44000.0,20.96,22.319000000000003,34.171745,-118.531122,0.52,ML,5
776073,101,N,7,37,44000.0,24.76,26.119,34.169340999999996,-118.59585600000001,0.405,ML,5
776081,101,N,7,37,44000.0,19.05,20.409000000000002,34.169082,-118.498485,0.65,ML,5
776136,101,N,7,37,44000.0,1.798,3.1460000000000004,34.06459,-118.25077399999999,0.67,ML,5
776177,10,W,7,37,44000.0,R12.7,10.545,34.037281,-118.311045,0.185,ML,4
776196,710,N,7,37,,25.9,20.906999999999996,34.052413,-118.164153,0.55,ML,3
776197,710,S,7,37,,25.9,20.906999999999996,34.052438,-118.164419,3.005,ML,3
776203,710,N,7,37,14974.0,22.6,17.607,34.006745,-118.172418,0.31,ML,4
776208,710,S,7,37,14974.0,22.6,17.607,34.006795000000004,-118.17261599999999,0.315,ML,4
776215,710,S,7,37,,24,19.007,34.026963,-118.1724,0.29600000000000004,ML,5
776221,710,N,7,37,,24,19.007,34.026922,-118.17216499999999,0.29600000000000004,ML,5
776228,710,N,7,37,,24.3,19.307000000000002,34.031074,-118.170833,0.215,ML,3
776242,710,N,7,37,,25.3,20.307000000000002,34.04534,-118.169425,0.735,ML,4
776253,710,S,7,37,,24.3,19.307000000000002,34.031085,-118.17106899999999,0.27,ML,3
776266,710,N,7,37,73080.0,19.5,14.507,33.964927,-118.16878799999999,0.625,ML,4
776289,710,S,7,37,4870.0,21.68,16.687,33.994201000000004,-118.176658,1.145,ML,4
776290,710,N,7,37,4870.0,21.68,16.687,33.994181,-118.17643000000001,1.19,ML,4
776295,710,S,7,37,73080.0,19.5,14.507,33.964963,-118.16903300000001,0.54,ML,4
776313,101,N,7,37,90310.0,28.34,29.699,34.153134,-118.653016,0.41,ML,4
776328,101,S,7,37,44000.0,.64,1.9880000000000002,34.053705,-118.235846,0.275,ML,4
776425,101,N,7,37,44000.0,.19,1.538,34.053056,-118.228007,1.643,ML,4
776440,101,S,7,37,,31.83,33.162,34.141371,-118.70813100000001,0.65,ML,4
776457,101,N,7,37,90310.0,32.1,33.459,34.140004,-118.71259599999999,0.95,ML,4
776465,101,N,7,111,78582.0,3.44,42.989,34.176675,-118.86543300000001,0.53,ML,4
776480,101,N,7,37,44000.0,.4,1.7480000000000002,34.053569,-118.231606,0.405,ML,5
776487,605,N,7,37,3666.0,21.231,23.283,34.079858,-117.99778400000001,0.45,ML,4
776493,710,N,7,37,14974.0,22.54,17.547,34.005883000000004,-118.172597,0.23,ML,5
776518,10,E,7,37,70000.0,R4.37,2.215,34.027623,-118.45175800000001,0.285,ML,4
776657,60,W,7,37,19192.0,R24.35,24.491,34.009128000000004,-117.824638,0.2,ML,6
776690,60,W,7,37,19192.0,R22.65,22.791,33.999590999999995,-117.850605,0.14,ML,4
776708,60,E,7,37,19192.0,R22.69,22.831,33.999573,-117.8499,0.22,ML,4
776739,405,N,7,37,11530.0,9.5,33.272,33.825976000000004,-118.240596,0.28,ML,4
776751,101,S,7,37,44000.0,1,2.3480000000000003,34.056156,-118.24130900000002,0.22,ML,4
776752,101,N,7,37,44000.0,1,2.3480000000000003,34.056286,-118.24115,0.34,ML,3
776826,105,E,7,37,44000.0,R8.8,8.8,33.927658,-118.256273,0.3,ML,3
776843,405,S,7,37,36546.0,22.7,46.472,33.952079,-118.36927299999999,0.445,ML,4
776844,405,N,7,37,36546.0,22.7,46.472,33.952042,-118.369045,0.01,ML,4
